210523,東京,11, 1,優駿牝馬G1,芝,2400,ククナ,牝,3,横山武史,55.0,栗田徹,美,キャロットファーム,ノーザンファーム,キングカメハメハ,クルミナル,18105008,10,ディープインパクト,黒鹿,1,6,9,6,18,  3340,  1000, 0,   0.0,0,05212A1101
210523,東京,11, 2,優駿牝馬G1,芝,2400,スルーセブンシーズ,牝,3,戸崎圭太,55.0,尾関知人,美,キャロットファーム,ノーザンファーム,ドリームジャーニー,マイティースルー,18105269,10,クロフネ,鹿毛,1,8,1,1,18,  1890,   900, 0,   0.0,0,05212A1102
210523,東京,11, 3,優駿牝馬G1,芝,2400,パープルレディー,牝,3,田辺裕信,55.0,奥村武,美,井山登,岡田スタツド,ディープインパクト,メリッサ,18103558,10,ホワイトマズル,鹿毛,2,4,3,6,18,  1930,   900, 0,   0.0,0,05212A1103
210523,東京,11, 4,優駿牝馬G1,芝,2400,タガノパッション,牝,3,岩田康誠,55.0,鮫島一歩,栗,八木良司,新冠タガノファーム,キングカメハメハ,アドマイヤシルク,18101943,10,シンボリクリスエス,鹿毛,2,3,5,1,18,  2640,  1600, 0,   0.0,0,05212A1104
210523,東京,11, 5,優駿牝馬G1,芝,2400,クールキャット,牝,3,武豊,55.0,奥村武,美,シルクレーシング,レイクヴィラファーム,スクリーンヒーロー,メジロトンキニーズ,18105830,10,ダンスインザダーク,青鹿,3,4,5,1,18,  6540,  3000, 0,   0.0,0,05212A1105
210523,東京,11, 6,優駿牝馬G1,芝,2400,ウインアグライア,牝,3,和田竜二,55.0,和田雄二,美,ウイン,コスモヴューファーム,マツリダゴッホ,ウインアルテミス,18101617,10,Arch,鹿毛,3,4,7,5,18,  4820,  2200, 0,   0.0,0,05212A1106
210523,東京,11, 7,優駿牝馬G1,芝,2400,アカイトリノムスメ,牝,3,ルメール,55.0,国枝栄,美,金子真人ホールディングス,ノーザンファーム,ディープインパクト,アパパネ,18104903,10,キングカメハメハ,黒鹿,4,6,4,4,18,  6620,  2650, 0,   0.0,0,05212A1107
210523,東京,11, 8,優駿牝馬G1,芝,2400,ハギノピリナ,牝,3,藤懸貴志,55.0,高野友和,栗,安岡美津子,村下明博,キズナ,ハギノアーク,18103369,10,アドマイヤムーン,青鹿,4,3,3,1,18,  1597,   900, 0,   0.0,0,05212A1108
210523,東京,11, 9,優駿牝馬G1,芝,2400,ユーバーレーベン,牝,3,Ｍ．デム,55.0,手塚貴久,美,サラブレッドクラブ・ラフィアン,ビッグレッドファーム,ゴールドシップ,マイネテレジア,18102167,10,ロージズインメイ,青鹿,5,4,2,3,18,  5680,  1000, 0,   0.0,0,05212A1109
210523,東京,11,10,優駿牝馬G1,芝,2400,エンスージアズム,牝,3,岩田望来,55.0,安田翔伍,栗,吉田照哉,社台ファーム,ディープインパクト,ゼラスキャット,18104659,10,"Storm Cat",鹿毛,5,6,15,8,18,  2851,  1600, 0,   0.0,0,05212A1110
210523,東京,11,11,優駿牝馬G1,芝,2400,ソダシ,牝,3,吉田隼人,55.0,須貝尚介,栗,金子真人ホールディングス,ノーザンファーム,クロフネ,ブチコ,18105233,10,キングカメハメハ,白毛,6,6,2,1,18, 23700, 12100, 0,   0.0,0,05212A1111
210523,東京,11,12,優駿牝馬G1,芝,2400,ミヤビハイディ,牝,3,吉田豊,55.0,高橋文雅,美,村上義勝,静内白井牧場,エピファネイア,ミヤビキラメキ,18103849,10,ハーツクライ,黒鹿,6,6,4,1,18,  1570,   900, 0,   0.0,0,05212A1112
210523,東京,11,13,優駿牝馬G1,芝,2400,ファインルージュ,牝,3,福永祐一,55.0,木村哲也,美,六井元一,ノーザンファーム,キズナ,パシオンルージュ,18105181,10,ボストンハーバー,鹿毛,7,6,8,3,18,  6890,  2150, 0,   0.0,0,05212A1113
210523,東京,11,14,優駿牝馬G1,芝,2400,ストライプ,牝,3,柴田善臣,55.0,尾形和幸,美,佐藤壽男,荒木貴宏,ルーラーシップ,グレイスフラワー,18103418,10,ダイワメジャー,黒鹿,7,6,13,12,18,  3080,  1600, 0,   0.0,0,05212A1114
210523,東京,11,15,優駿牝馬G1,芝,2400,アールドヴィーヴル,牝,3,松山弘平,55.0,今野貞一,栗,近藤英子,ノーザンファーム,キングカメハメハ,イサベル,18104922,10,ディープインパクト,鹿毛,7,6,5,5,18,  3150,  1100, 0,   0.0,0,05212A1115
210523,東京,11,16,優駿牝馬G1,芝,2400,ニーナドレス,牝,3,藤岡康太,55.0,友道康夫,栗,平井裕,白井牧場,ハーツクライ,サラトガ,18100476,10,クロフネ,鹿毛,8,8,1,1,18,  1520,   900, 0,   0.0,0,05212A1116
210523,東京,11,17,優駿牝馬G1,芝,2400,スライリー,牝,3,石川裕紀,55.0,相沢郁,美,ヒダカ・ブリーダーズ・ユニオン,白井牧場,オルフェーヴル,ビジョナリー,18100487,10,ディープインパクト,鹿毛,8,4,14,2,18,  3810,  1950, 0,   0.0,0,05212A1117
210523,東京,11,18,優駿牝馬G1,芝,2400,ステラリア,牝,3,川田将雅,55.0,斉藤崇史,栗,社台レースホース,社台コーポレーション白老ファーム,キズナ,ポリネイター,18105554,10,Motivator,黒鹿,8,6,2,1,18,  3220,  1600, 0,   0.0,0,05212A1118
