210620,阪神,11, 1,マーメイＨG3,芝,2000,シャムロックヒル,牝,4,藤懸貴志,50.0,佐々木晶,栗,社台レースホース,社台ファーム,キズナ,ララア,17104964,2,Tapit,芦毛,1,23,6,14,16,  2599,  1500, 0,   0.0,0,0921321101
210620,阪神,11, 2,マーメイＨG3,芝,2000,アブレイズ,牝,4,浜中俊,56.0,池江泰寿,栗,前田幸貴,ノースヒルズ,キズナ,エディン,17101792,2,ジャングルポケット,青鹿,1,4,2,1,16,  7040,  3350, 0,   0.0,0,0921321102
210620,阪神,11, 3,マーメイＨG3,芝,2000,ホウオウエミーズ,牝,4,丸田恭介,50.0,池上昌和,美,小笹芳央,社台ファーム,ロードカナロア,エミーズスマイル,17104691,2,アグネスタキオン,鹿毛,2,12,3,1,16,  3715,  1500, 0,   0.0,0,0921321103
210620,阪神,11, 4,マーメイＨG3,芝,2000,カセドラルベル,牝,5,和田竜二,54.0,西村真幸,栗,吉田勝己,ノーザンファーム,ハーツクライ,ベルスリーブ,16104611,2,シンボリクリスエス,鹿毛,2,5,2,4,16,  6430,  2400, 0,   0.0,0,0921321104
210620,阪神,11, 5,マーメイＨG3,芝,2000,シャドウディーヴァ,牝,5,福永祐一,55.0,斎藤誠,美,スリーエイチレーシング,ノーザンファーム,ハーツクライ,ダイヤモンドディーバ,16104791,2,Dansili,黒鹿,3,14,8,5,16, 12860,  4250, 0,   0.0,0,0921321105
210620,阪神,11, 6,マーメイＨG3,芝,2000,フィリアプーラ,牝,5,菊沢一樹,54.0,菊沢隆徳,美,キャロットファーム,ノーザンファーム,ハービンジャー,プリンセスカメリア,16104604,2,サンデーサイレンス,鹿毛,3,8,12,4,16,  5640,  2150, 0,   0.0,0,0921321106
210620,阪神,11, 7,マーメイＨG3,芝,2000,レッドベルディエス,牝,5,幸英明,53.0,鹿戸雄一,美,東京ホースレーシング,ノーザンファーム,ディープインパクト,レッドファンタジア,16104671,2,"Unbridled's Song",鹿毛,4,5,17,12,16,  6760,  2400, 0,   0.0,0,0921321107
210620,阪神,11, 8,マーメイＨG3,芝,2000,ソフトフルート,牝,4,横山和生,54.0,斉藤崇史,栗,ゴドルフィン,ダーレー・ジャパン・ファーム,ディープインパクト,ストロベリーフェア,17106583,2,Kingmambo,黒鹿,4,4,3,1,16,  8549,  2400, 0,   0.0,0,0921321108
210620,阪神,11, 9,マーメイＨG3,芝,2000,イズジョーノキセキ,牝,4,西村淳也,52.0,石坂公一,栗,泉一郎,沖田哲夫,エピファネイア,キングダンサー,17102294,2,キングカメハメハ,鹿毛,5,8,2,2,16,  6270,  1500, 0,   0.0,0,0921321109
210620,阪神,11,10,マーメイＨG3,芝,2000,キングスタイル,牝,4,高倉稜,50.0,田中克典,栗,廣崎利洋HD,藤原牧場,ディープインパクト,トレノエンジェル,17104103,2,タイキシャトル,黒鹿,5,4,9,1,16,  3066,  1500, 0,   0.0,0,0921321110
210620,阪神,11,11,マーメイＨG3,芝,2000,パッシングスルー,牝,5,荻野極,54.0,黒岩陽一,美,キャロットファーム,ノーザンファーム,ルーラーシップ,マイティースルー,16104622,2,クロフネ,鹿毛,6,8,9,10,16,  6300,  2650, 0,   0.0,0,0921321111
210620,阪神,11,12,マーメイＨG3,芝,2000,アンドラステ,牝,5,岩田望来,55.0,中内田充,栗,社台レースホース,社台コーポレーション白老ファーム,オルフェーヴル,ヴァリディオル,16104349,2,Dynaformer,黒鹿,6,26,3,2,16,  8330,  3100, 0,   0.0,0,0921321112
210620,阪神,11,13,マーメイＨG3,芝,2000,クラヴェル,牝,4,横山典弘,51.0,安田翔伍,栗,キャロットファーム,ノーザンファーム,エピファネイア,ディアデラマドレ,17105438,2,キングカメハメハ,青鹿,7,4,4,4,16,  4432,  1500, 0,   0.0,0,0921321113
210620,阪神,11,14,マーメイＨG3,芝,2000,サンクテュエール,牝,4,川田将雅,55.0,藤沢和雄,美,キャロットファーム,ノーザンファーム,ディープインパクト,ヒルダズパッション,17105485,2,"Canadian Frontier",鹿毛,7,8,10,3,16,  6650,  2900, 0,   0.0,0,0921321114
210620,阪神,11,15,マーメイＨG3,芝,2000,ミスニューヨーク,牝,4,加藤祥太,53.0,杉山晴紀,栗,高昭牧場,高昭牧場,キングズベスト,マンハッタンミート,17102936,2,マンハッタンカフェ,青鹿,8,8,3,9,16,  7397,  2400, 0,   0.0,0,0921321115
210620,阪神,11,16,マーメイＨG3,芝,2000,アッシェンプッテル,牝,5,太宰啓介,54.0,奥村豊,栗,フジワラ・ファーム,フジワラフアーム,バトルプラン,ミミオブパラダイス,16106255,2,ダンスインザダーク,鹿毛,8,7,2,3,16,  7780,  2760, 0,   0.0,0,0921321116
