210516,東京,11, 1,ヴィクトG1,芝,1600,マジックキャッスル,牝,4,戸崎圭太,55.0,国枝栄,美,社台レースホース,社台ファーム,ディープインパクト,ソーマジック,17104804,8,シンボリクリスエス,鹿毛,1,5,2,2,18, 15130,  6600, 0,   0.0,0,0521281101
210516,東京,11, 2,ヴィクトG1,芝,1600,シゲルピンクダイヤ,牝,5,和田竜二,55.0,渡辺薫彦,栗,森中蕃,天羽牧場,ダイワメジャー,ムーンライトベイ,16102775,8,"High Chaparral",黒鹿,1,3,4,7,18, 13150,  4350, 0,   0.0,0,0521281102
210516,東京,11, 3,ヴィクトG1,芝,1600,クリスティ,牝,4,斎藤新,55.0,杉山晴紀,栗,薪浦英稔,荻伏三好フアーム,キズナ,ホワイトアルバム,17102822,8,クロフネ,芦毛,2,7,2,1,18,  8650,  3800, 0,   0.0,0,0521281103
210516,東京,11, 4,ヴィクトG1,芝,1600,イベリス,牝,5,酒井学,55.0,角田晃一,栗,前田幸治,土居牧場,ロードカナロア,セレブラール,16101285,8,ボストンハーバー,鹿毛,2,5,4,6,18, 12265,  4600, 0,   0.0,0,0521281104
210516,東京,11, 5,ヴィクトG1,芝,1600,デゼル,牝,4,川田将雅,55.0,友道康夫,栗,社台レースホース,社台ファーム,ディープインパクト,アヴニールセルタン,17104637,8,"Le Havre",青鹿,3,5,1,1,18, 11070,  5250, 0,   0.0,0,0521281105
210516,東京,11, 6,ヴィクトG1,芝,1600,グランアレグリア,牝,5,ルメール,55.0,藤沢和雄,美,サンデーレーシング,ノーザンファーム,ディープインパクト,タピッツフライ,16104532,8,Tapit,鹿毛,3,6,2,4,18, 70250, 32750, 0,   0.0,0,0521281106
210516,東京,11, 7,ヴィクトG1,芝,1600,マルターズディオサ,牝,4,田辺裕信,55.0,手塚貴久,美,藤田在子,天羽禮治,キズナ,トップオブドーラ,17100043,8,"Grand Slam",青鹿,4,7,9,8,18, 15780,  7900, 0,   0.0,0,0521281107
210516,東京,11, 8,ヴィクトG1,芝,1600,ランブリングアレー,牝,5,吉田隼人,55.0,友道康夫,栗,社台レースホース,社台ファーム,ディープインパクト,ブルーミングアレー,16105198,8,シンボリクリスエス,黒鹿,4,9,7,1,18, 15160,  6300, 0,   0.0,0,0521281108
210516,東京,11, 9,ヴィクトG1,芝,1600,テルツェット,牝,4,Ｍ．デム,55.0,和田正一,美,シルクレーシング,ノーザンファーム,ディープインパクト,ラッドルチェンド,17105607,8,"Danehill Dancer",鹿毛,5,6,3,1,18,  9230,  4350, 0,   0.0,0,0521281109
210516,東京,11,10,ヴィクトG1,芝,1600,レッドベルディエス,牝,5,石橋脩,55.0,鹿戸雄一,美,東京ホースレーシング,ノーザンファーム,ディープインパクト,レッドファンタジア,16104671,8,"Unbridled's Song",鹿毛,5,13,2,1,18,  6760,  2400, 0,   0.0,0,0521281110
210516,東京,11,11,ヴィクトG1,芝,1600,ダノンファンタジー,牝,5,藤岡佑介,55.0,中内田充,栗,ダノックス,ノーザンファーム,ディープインパクト,ライフフォーセール,16104867,8,"Not For Sale",鹿毛,6,7,8,12,18, 31990, 13650, 0,   0.0,0,0521281111
210516,東京,11,12,ヴィクトG1,芝,1600,サウンドキアラ,牝,6,松山弘平,55.0,安達昭夫,栗,増田雄一,社台ファーム,ディープインパクト,サウンドバリアー,15104322,8,アグネスデジタル,鹿毛,6,7,7,6,18, 26520, 11100, 0,   0.0,0,0521281112
210516,東京,11,13,ヴィクトG1,芝,1600,プールヴィル,牝,5,三浦皇成,55.0,庄野靖志,栗,吉田照哉,社台ファーム,"Le Havre",ケンホープ,16105009,8,Kendargent,鹿毛,7,5,9,4,18, 14450,  5600, 0,   0.0,0,0521281113
210516,東京,11,14,ヴィクトG1,芝,1600,ディアンドル,牝,5,団野大成,55.0,奥村豊,栗,シルクレーシング,ノーザンファーム,ルーラーシップ,グリューネワルト,16104470,8,スペシャルウィーク,黒鹿,7,3,7,1,18, 16180,  7800, 0,   0.0,0,0521281114
210516,東京,11,15,ヴィクトG1,芝,1600,アフランシール,牝,5,大野拓弥,55.0,尾関知人,美,前田幸治,ノースヒルズ,ハーツクライ,ルシュクル,16100625,8,サクラバクシンオー,鹿毛,7,3,14,8,18,  7132,  2400, 0,   0.0,0,0521281115
210516,東京,11,16,ヴィクトG1,芝,1600,リアアメリア,牝,4,福永祐一,55.0,中内田充,栗,シルクレーシング,ノーザンファーム,ディープインパクト,リアアントニア,17105613,8,"Rockport Harbor",黒鹿,8,5,3,9,18, 10500,  4600, 0,   0.0,0,0521281116
210516,東京,11,17,ヴィクトG1,芝,1600,スマイルカナ,牝,4,柴田大知,55.0,高橋祥泰,美,ビッグレッドファーム,木田牧場,ディープインパクト,エーシンクールディ,17102342,8,"Distorted Humor",芦毛,8,6,1,14,18, 16500,  6650, 0,   0.0,0,0521281117
210516,東京,11,18,ヴィクトG1,芝,1600,レシステンシア,牝,4,武豊,55.0,松下武士,栗,キャロットファーム,ノーザンファーム,ダイワメジャー,マラコスタムブラダ,17105563,8,"Lizard Island",鹿毛,8,7,1,2,18, 29100, 14100, 0,   0.0,0,0521281118
